Show,EpId,lectura,sent_idx,clip_name,start_sample,stop_sample,start_s,stop_s,dur_s,n_palabras_ref,n_palabras_asr,anclaje,precision,pal_por_seg,texto_ref,texto_asr
PVM,2020-06-03_09_04_17,Lectura 62,7,PVM_2020-06-03_09_04_17_s007.wav,1467880,1690240,91.743,105.64,13.898,17,19,1.0,1.0,1.37,"Tenemos que conversar con los alcalde, con el gobernador para poder tener el terreno"", expresó el mandatario.",tenemos que conversar con los alcaldes con el gobernador para poder tener el terreno expreso el mandatario regrese a
PVM,2020-06-03_09_04_17,Lectura 62,8,PVM_2020-06-03_09_04_17_s008.wav,1690240,1938559,105.64,121.16,15.52,10,13,1.0,1.0,0.84,"""Regresaré a Oxapampa cuando se tenga encaminado el aeropuerto"", manifestó.",uxapampa cuando regresare a uxapampa cuando se tenga encaminado el aeropuerto manifesto este
PVM,2020-06-03_09_04_17,Lectura 62,9,PVM_2020-06-03_09_04_17_s009.wav,1938559,2160840,121.16,135.053,13.893,20,22,0.95,0.905,1.58,"Por otro lado, Vizcarra señaló que las lluvias han generado la pérdida de 102 casas, ambientes de salud y educación.",ya por otro lado vizcarra senalo que las lluvias han generado la prioridad de 102 dos casas ambientes de salud y educacion
PVM,2020-06-03_09_04_17,Lectura 62,10,PVM_2020-06-03_09_04_17_s010.wav,2160840,2407140,135.053,150.446,15.394,31,31,0.968,0.968,2.01,"""Ante ello, he dispuesto que Instituto Nacional de Defensa Civil haga una evaluación rápida para que se asignen los módulos de vivienda y se rehabiliten los servicios públicos"", manifestó el presidente.",ante ello he dispuesto que el instituto nacional de defensa civil haga una evaluacion rapida para que se asignen los modulos vivienda y se rehabiliten los servicios publicos manifiesta el presidente
PVM,2020-06-03_09_04_17,Lectura 62,11,PVM_2020-06-03_09_04_17_s011.wav,2407140,2598400,150.446,162.4,11.954,19,19,1.0,1.0,1.59,También dijo que se ha presentado el requerimiento de más de 100 módulos para atender a las familias damnificadas.,tambien dijo que se ha presentado el requerimiento de mas de 100 modulos para atender a las familias danificadas
PVM,2020-06-03_09_04_17,Lectura 62,12,PVM_2020-06-03_09_04_17_s012.wav,2598400,2752019,162.4,172.001,9.601,13,13,1.0,1.0,1.35,"Vizcarra precisó que serán atendidas por el misterio de Vivienda, Construcción y Saneamiento.",vizcarra preciso que seran atendidos por el ministerio de vivienda construccion y saneamiento
PVM,2020-06-03_09_04_17,Lectura 62,13,PVM_2020-06-03_09_04_17_s013.wav,2752019,2905800,172.001,181.613,9.611,18,18,1.0,1.0,1.87,Además declaró que existen ambientes en los centros de salud que también han sido afectados por desastres naturales.,ademas declaro que existen ambientes en los centros de salud que tambien han sido afectados por desastres naturales
PVM,2020-06-03_09_04_17,Lectura 62,14,PVM_2020-06-03_09_04_17_s014.wav,2905800,2951040,181.613,184.44,2.828,6,6,1.0,1.0,2.12,"""De manera conjunta vamos a atender.",de manera conjunta vamos a atender
PVM,2020-06-03_09_04_17,Lectura 62,15,PVM_2020-06-03_09_04_17_s015.wav,2951040,2976320,184.44,186.02,1.58,4,4,1.0,1.0,2.53,Para hacer la verificación.,para hacer la verificacion
PVM,2020-06-03_09_04_17,Lectura 62,16,PVM_2020-06-03_09_04_17_s016.wav,2976320,3129565,186.02,195.598,9.578,17,17,1.0,1.0,1.77,"Vamos a atender la emergencia, tenemos que pensar en los requerimientos pensando en el futuro"", dijo Vizcarra.",vamos a atender la emergencia tenemos que pensar en los requerimientos pensando en el futuro dijo vizcarra
PVM,2020-06-03_11_08_23,Lectura 63,0,PVM_2020-06-03_11_08_23_s000.wav,10400,97280,0.65,6.08,5.43,8,9,1.0,1.0,1.66,Las diferencias entre Feriado y días no laborables,y las diferencias entre feriado y dias no laborables
PVM,2020-06-03_11_08_23,Lectura 63,1,PVM_2020-06-03_11_08_23_s001.wav,97280,253120,6.08,15.82,9.74,22,26,1.0,0.846,2.67,Feriado y días no laborables son dos palabras que se suele escuchar por todos lados y se piensa que significan lo mismo.,feriado y dias no laborables son dos palabras que se pueden que se suele escuchar por todos los lados y se piensa que significan lo mismo
PVM,2020-06-03_11_08_23,Lectura 63,2,PVM_2020-06-03_11_08_23_s002.wav,253120,335040,15.82,20.94,5.12,6,6,1.0,1.0,1.17,"Sin embargo, existe una gran diferencia.",sin embargo existe una gran diferencia
PVM,2020-06-03_11_08_23,Lectura 63,3,PVM_2020-06-03_11_08_23_s003.wav,335040,852280,20.94,53.267,32.328,52,52,0.923,0.923,1.61,"Feriado y días no laborables son dos palabras que se suele escuchar por todos lados; sin embargo, algunos aún no saben lo que realmente significa, si ambos son iguales o mantienen una clara diferencia; pero, sobre todo, se preguntan si corresponde o no una remuneración adicional si en caso les toca trabajar.",feriado y dias no laborables son dos palabras que se suelen escuchar por todos lados sin embargo algunos no saben lo que finalmente significa si ambos son iguales o mantienen una clara diferencia pero sobre todo se presentan si corresponde o no para para remuneracion adicional si en caso les toca trabajar
PVM,2020-06-03_11_08_23,Lectura 63,4,PVM_2020-06-03_11_08_23_s004.wav,852280,955140,53.267,59.696,6.429,10,10,1.0,1.0,1.56,"Ante esa duda, a continuación marcaremos la diferencia entre ambas.",ante esta duda a continuacion marcaremos las diferencias entre ambas
PVM,2020-06-03_11_08_23,Lectura 63,5,PVM_2020-06-03_11_08_23_s005.wav,955140,1209560,59.696,75.597,15.901,24,25,0.958,0.92,1.57,"De acuerdo al Ministerio de Trabajo, tanto los feriados como los días no laborables corresponden a fechas conmemoraciones, normalmente de tipo patriótico o religioso.",de acuerdo al ministerio de trabajo tanto los feriados como los dias no laborales corresponden a fechas como oraciones normalmente del tipo patriotico o religioso
PVM,2020-06-03_11_08_23,Lectura 63,6,PVM_2020-06-03_11_08_23_s006.wav,1209560,1447380,75.597,90.461,14.864,12,18,0.917,0.647,1.21,"Asimismo, el MTPE establece precisiones, diferencias y beneficios entre uno y otro.",asimismo el mtp ministerio de transporte y pymes establece precisiones diferencias y beneficios entre uno y otro feriados
PVM,2020-06-03_11_08_23,Lectura 63,7,PVM_2020-06-03_11_08_23_s007.wav,1447380,1573119,90.461,98.32,7.859,21,20,0.952,1.0,2.54,"El feriado es un día festivo, un día especial por algún suceso al cual la ley le otorga un trato especial.",el feriado es un dia festivo un dia especial por algun suceso al cual la ley otorga un trato especial
PVM,2020-06-03_11_08_23,Lectura 63,8,PVM_2020-06-03_11_08_23_s008.wav,1573119,1856960,98.32,116.06,17.74,28,31,0.964,0.964,1.75,"En los días no laborables opera una suspensión imperfecta (es decir, el trabajador no presta servicios, pero sí tiene derecho al pago de la remuneración de ese día).",en los dias no laborables aplica una suspension imperfecta es decir el trabajador no presta servicios pero si tiene derecho al pago de la remuneracion de ese dia dia dia dia
PVM,2020-06-03_11_08_23,Lectura 63,9,PVM_2020-06-03_11_08_23_s009.wav,1856960,2221080,116.06,138.817,22.758,16,16,1.0,1.0,0.7,Los trabajadores reciben su remuneración como si fuese un día domingo (incluso si este cayó domingo).,los trabajadores reciben su remuneracion como si fuese un dia domingo incluso si este cayo domingo
PVM,2020-06-03_11_08_23,Lectura 63,10,PVM_2020-06-03_11_08_23_s010.wav,2221080,2459199,138.817,153.7,14.882,29,32,0.966,1.0,2.15,"Si durante el día feriado se trabaja, se paga la remuneración normal de un día hábil más una cantidad igual o doble, según lo precise el Gobierno de turno.",si durante el dia feriado se trabaja se paga la remuneracion normal de un dia habil mas una cantidad igual o doble segun lo preciso el gobierno de tur dias no laborables
PVM,2020-06-03_11_08_23,Lectura 63,11,PVM_2020-06-03_11_08_23_s011.wav,2459199,2572480,153.7,160.78,7.08,17,17,1.0,1.0,2.4,Su diferencia con los feriados radica en que la decisión de trabajar dichos días depende del empleador.,su diferencia con los feriados radica en que la decision de trabajar dichos dias depende del empleador
PVM,2020-06-03_11_08_23,Lectura 63,12,PVM_2020-06-03_11_08_23_s012.wav,2572480,2709760,160.78,169.36,8.58,18,18,1.0,1.0,2.1,"Si se trabaja en esos días, los trabajadores tendrán derecho a percibir la misma remuneración, sin incremento alguno.",si se trabaja en esos dias los trabajadores tendran derecho a percibir la misma remuneracion sin incremento alguno
PVM,2020-06-03_11_08_23,Lectura 63,13,PVM_2020-06-03_11_08_23_s013.wav,2709760,2804800,169.36,175.3,5.94,10,9,0.9,1.0,1.52,Tampoco habrá la compensación de las horas dejadas de laborar.,tampoco habra la compensacion de horas dejadas de laborar
PVM,2020-06-03_11_08_23,Lectura 63,14,PVM_2020-06-03_11_08_23_s014.wav,2804800,3061700,175.3,191.356,16.056,29,29,0.966,0.966,1.81,"Días no laborables en el sector público: las horas dejadas de laborar deben ser compensadas, en los días inmediatos posteriores o cuando lo disponga el titular de cada entidad.",dias no laborables en el sector publico las horas dejadas de laborar deben ser compensadas en los dias inmediatos posteriores a cuando lo disponga el titular de cada entidad
PVM,2020-06-03_11_08_23,Lectura 63,15,PVM_2020-06-03_11_08_23_s015.wav,3061700,3194720,191.356,199.67,8.314,10,10,1.0,1.0,1.2,Se deberá garantizar la continuidad de los servicios públicos indispensables.,se deberan garantizar la continuidad de los servicios publicos indispensables
PVM,2020-06-03_11_08_23,Lectura 63,16,PVM_2020-06-03_11_08_23_s016.wav,3221920,3512140,201.37,219.509,18.139,31,31,1.0,1.0,1.71,"Días no laborables en el sector privado: la compensación de las horas dejadas de laborar, será mediante acuerdo entre el empleador y los trabajadores; a falta de acuerdo, decidirá el empleador.",dias no laborables en el sector privado la compensacion de las horas dejadas de laborar sera mediante acuerdo entre el empleador y los trabajadores a falta de acuerdo decidira el empleador
PVM,2020-06-03_11_08_23,Lectura 63,17,PVM_2020-06-03_11_08_23_s017.wav,3512140,3700960,219.509,231.31,11.801,17,17,1.0,1.0,1.44,"La compensación puede hacerse con horas extras, trabajo en días sábados o con cargo al descanso vacacional.",la compensacion puede hacerse con horas extras trabajar en dias sabados o con cargo al descanso vacacional
PVM,2020-06-03_11_33_03,Lectura 64,0,PVM_2020-06-03_11_33_03_s000.wav,3040,190720,0.19,11.92,11.73,11,12,1.0,1.0,1.02,Los Cuellos Blancos del Puerto tuvieron ‘hermanitos’ en todo el país,los cuellos blancos del puerto tuvieron hermanitos en todo el pais un
PVM,2020-06-03_11_33_03,Lectura 64,1,PVM_2020-06-03_11_33_03_s001.wav,190720,231820,11.92,14.489,2.569,8,8,0.75,1.0,3.11,Walter Ríos habla y echa a la red.,huel de rios habla y echa la red
PVM,2020-06-03_11_33_03,Lectura 64,2,PVM_2020-06-03_11_33_03_s002.wav,231820,422399,14.489,26.4,11.911,24,23,0.958,1.0,1.93,"El equipo especial de la Fiscalía investiga a 41 magistrados del Callao, Lambayeque, Tumbes, Tacna y otras regiones, gracias a la declaración de Ríos.",el equipo especial de la fiscalia investiga 41 magistrados del callao lambayeque tumbes tacna y otras regiones gracias a la declaracion de rio
PVM,2020-06-03_11_33_03,Lectura 64,3,PVM_2020-06-03_11_33_03_s003.wav,422399,539680,26.4,33.73,7.33,13,13,1.0,1.0,1.77,La mayoría de jueces y fiscales amañaron procesos a cambio de un ‘favorcito’.,la mayoria de jueces y fiscales amanaron procesos a cambio de un favorcito
PVM,2020-06-03_11_33_03,Lectura 64,4,PVM_2020-06-03_11_33_03_s004.wav,610080,1127359,38.13,70.46,32.33,45,44,0.956,0.977,1.36,"La organización criminal Los Cuellos Blancos del Puerto no solo operó en Lima, sus tentáculos se expandieron a todo el país y gracias a las declaraciones del ex presidente de la Corte del Callao, Walter Ríos, podemos saber ahora quiénes fueron parte de la red.",la organizacion criminal los cuellos blancos del puerto no solo opero en lima sus tentaculos se expandieron a todo el pais y gracias a las declaraciones del expresidente de la corte del callao walter rios podemos saber ahora quienes fueron parte de la red
PVM,2020-06-03_11_33_03,Lectura 64,5,PVM_2020-06-03_11_33_03_s005.wav,1127359,1442240,70.46,90.14,19.68,26,28,1.0,0.929,1.42,"Tras la conformación del equipo especial que se encarga exclusivamente de investigar a la citada red, pesquisas a 41 jueces y fiscales pasaron a este grupo.",tras la tras la conformacion del equipo especial que se encarga exclusivamente de investigar a la citada red pesquisas a 41 jueces y fiscales pasaron a este grupo
PVM,2020-06-03_11_33_03,Lectura 64,6,PVM_2020-06-03_11_33_03_s006.wav,1442240,1668480,90.14,104.28,14.14,32,32,0.875,0.903,2.26,"Perú21 pudo conocer que 22 de ellos son del Callao, tres de Ventanilla, dos de Tacna, una de Tumbes, una de Lambayeque, ocho son de criminalidad organizada y cuatro fiscales anticorrupción.",pero 21 pudo conocer que 22 de ellos son del callao 3 de ventanillas 2 de tacna una de tumbes una de lambayeque 8 son de criminalidad organizada y cuatro fiscales anticorrupcion
PVM,2020-06-03_11_33_03,Lectura 64,7,PVM_2020-06-03_11_33_03_s007.wav,1668480,1954680,104.28,122.168,17.887,23,23,1.0,1.0,1.29,Una fuente de Perú21 en el Ministerio Público explicó que los magistrados eran investigados por haber favorecido con sentencias amañadas a litigantes.,una fuente de peru 21 en el ministerio publico explico que los magistrados eran investigados por haber favorecido con sentencias amanadas a litigantes
PVM,2020-06-03_11_33_03,Lectura 64,8,PVM_2020-06-03_11_33_03_s008.wav,1954680,2110680,122.168,131.917,9.75,17,16,0.882,0.938,1.64,Pero a las pesquisas en las regiones les faltaba un elemento importante: el origen de los favores.,pero las personas en las regiones le faltaba un elemento importante el origen de los favores
PVM,2020-06-03_11_33_03,Lectura 64,9,PVM_2020-06-03_11_33_03_s009.wav,2110680,2385120,131.917,149.07,17.152,21,23,0.952,0.87,1.34,"La mayoría de estos jueces y fiscales sirvieron directamente al exjuez supremo César Hinostroza y al encarcelado exjuez superior, Walter Ríos.",la mayoria de estos jueces y fiscales sirvieron directamente al juez supremo cesar y nostrosa y al encarcelado ex juez superior walter rios
PVM,2020-06-03_11_33_03,Lectura 64,10,PVM_2020-06-03_11_33_03_s010.wav,2415840,2792600,150.99,174.537,23.547,35,35,1.0,1.0,1.49,"Según la hipótesis del equipo especial de Los Cuellos Blancos, las cabezas de la organización criminal captaron a los malos magistrados de las regiones para arreglar sentencias y nombramientos a cambio de dinero y favores.",segun la hipotesis del equipo especial de los cuellos blancos las cabezas de la organizacion criminal capturaron a los malos magistrados de las regiones para arreglar sentencias y nombramientos a cambio de dinero y favores
PVM,2020-06-03_11_33_03,Lectura 64,11,PVM_2020-06-03_11_33_03_s011.wav,2792600,2887460,174.537,180.466,5.929,11,11,1.0,1.0,1.86,Esta red actuaba en paralelo con el apoyo de operadores externos.,esta red actuaba en paralelo con el apoyo de operadores externos
PVM,2020-06-03_11_33_03,Lectura 64,12,PVM_2020-06-03_11_33_03_s012.wav,2887460,2997960,180.466,187.373,6.906,15,14,0.933,1.0,2.03,Ello además de los 41 magistrados que se encuentran en proceso de investigación en Lima.,ademas de los 41 magistrados que se encuentran en proceso de investigacion en lima
PVM,2020-06-03_11_33_03,Lectura 64,13,PVM_2020-06-03_11_33_03_s013.wav,2997960,3160319,187.373,197.52,10.147,19,19,1.0,1.0,1.87,El mencionado grupo de trabajo sigue avanzando en sus investigaciones que se encuentran en las etapas preliminares y preparatorias.,el mencionado grupo de trabajo sigue avanzando en sus investigaciones que se encuentran en las etapas preliminares y preparatorias
PVM,2020-06-03_11_33_03,Lectura 64,14,PVM_2020-06-03_11_33_03_s014.wav,3160319,3271560,197.52,204.472,6.953,9,9,1.0,1.0,1.29,Los días martes se reúnen para planificar las estrategias.,los dias martes se reunen para planificar las estrategias
PVM,2020-06-03_11_33_03,Lectura 64,15,PVM_2020-06-03_11_33_03_s015.wav,3271560,3543325,204.472,221.458,16.985,26,26,0.962,0.962,1.53,"El fiscal superior Víctor Tullume, integrante del equipo especial Los Cuellos Blancos del Puerto, es el encargado de coordinar y recopilar las investigaciones a nivel nacional.",el fiscal superior victor tuyume integrante del equipo especial los cuellos blancos del puerto es el encargado de coordinar y recopilar las investigaciones a nivel nacional
PVM,2020-06-04_04_43_32,Lectura 74,0,PVM_2020-06-04_04_43_32_s000.wav,19679,198760,1.23,12.422,11.193,22,22,0.955,0.955,1.97,Denuncian que el Instituto Nacional de Salud procesó gratis pruebas moleculares de COVID-19 a clínicas privadas que sí cobraron a pacientes,denuncian que el instituto nacional de salud proceso gratis pruebas moleculares de covid 19 a clinicas privadas que se cobraron a pacientes
PVM,2020-06-04_04_43_32,Lectura 74,1,PVM_2020-06-04_04_43_32_s001.wav,198760,398399,12.422,24.9,12.477,19,20,1.0,1.0,1.6,Un informe de la Contraloría reveló que el Instituto Nacional de Salud procesó de manera gratuita 19.746 pruebas,un informe de la contraloria revelo que el instituto nacional de salud proceso de manera gratuita 19 746 pruebas moleculares
PVM,2020-06-04_04_43_32,Lectura 74,2,PVM_2020-06-04_04_43_32_s002.wav,398399,900799,24.9,56.3,31.4,48,60,0.958,0.78,1.91,"El programa Panorama informó, en base a una investigación de la Contraloría, que el Instituto Nacional de Salud, entidad adscrita al Ministerio de Salud, realizó de manera gratuita el procesamiento de 19.746 pruebas moleculares de COVID-19 enviadas por clínicas privadas que sí cobraron a sus pacientes.",entre el 6 de marzo y el 26 de mayo el programa panorama informo en base a una investigacion de la contraloria que el instituto nacional de salud la entidad adscrita al ministerio de salud realizo de manera gratuita el procesamiento de 19 746 para los moleculares de covid 19 enviados por clinicas privadas que se cobraron a sus pacientes
PVM,2020-06-04_04_43_32,Lectura 74,3,PVM_2020-06-04_04_43_32_s003.wav,900799,1057800,56.3,66.112,9.813,25,25,1.0,1.0,2.55,"A través de las redes sociales, el programa periodístico detalló que las pruebas se efectuaron entre el 6 de marzo y el 26 de mayo.",a traves de las redes sociales el programa periodistico detallo que las pruebas se efectuaron entre el 6 de marzo y el 26 de mayo
PVM,2020-06-04_04_43_32,Lectura 74,4,PVM_2020-06-04_04_43_32_s004.wav,1057800,1204799,66.112,75.3,9.187,24,24,1.0,1.0,2.61,"De acuerdo con eL informe, el Instituto Nacional de Salud confirmó el 15 de mayo que no cobra por el diagnóstico del COVID-19.",de acuerdo con el informe el instituto nacional de salud confirmo el 15 de mayo que no cobra por el diagnostico de covid 19
PVM,2020-06-04_04_43_32,Lectura 74,5,PVM_2020-06-04_04_43_32_s005.wav,1204799,1481480,75.3,92.593,17.293,29,29,1.0,1.0,1.68,"Además, señaló que las 19.746 pruebas moleculares remitidas desde las clínicas privadas constituyen el 21.25% del total de muestras analizadas por la entidad del Ministerio de Salud.",ademas senalo que las 19 746 pruebas moleculares remitidas desde las clinicas privadas constituyen el 21 25 del total de muestras analizadas por la entidad del ministerio de salud
PVM,2020-06-04_04_43_32,Lectura 74,6,PVM_2020-06-04_04_43_32_s006.wav,1481480,1848980,92.593,115.561,22.969,38,37,0.868,0.943,1.61,"Panorama aseguró que la Contraloría solicitó información a 18 clínicas privadas sobre cuánto cobraron por el servicio, pero 9 no respondieron, mientras que seis de ellas enviaron sus precios, los cuales oscilaban entre S/.422 y S/.576.",panorama aseguro que la contraloria solicito informacion a 18 clinicas privadas sobre cuanto cobraban por el servicio pero nueve no respondieron mientras que seis de ellas enviaron sus precios los cuales oscilaban entre 422 y 576 soles
PVM,2020-06-04_04_43_32,Lectura 74,7,PVM_2020-06-04_04_43_32_s007.wav,1848980,2017940,115.561,126.121,10.56,25,25,1.0,1.0,2.37,"Los establecimientos justificaban el costo por el transporte de la prueba, guantes, gorro, doctor, entre otros servicios, pero sin especificar la tarifa de la prueba.",los establecimientos justificaban el costo por el transporte de la prueba guantes gorro doctor entre otros servicios pero sin especificar la tarifa de la prueba
PVM,2020-06-04_04_43_32,Lectura 74,8,PVM_2020-06-04_04_43_32_s008.wav,2017940,2048800,126.121,128.05,1.929,2,2,1.0,1.0,1.04,-OTROS SERVICIOS-,otros servicios
PVM,2020-06-04_04_43_32,Lectura 74,9,PVM_2020-06-04_04_43_32_s009.wav,2048800,2234180,128.05,139.636,11.586,35,35,1.0,1.0,3.02,El Seguro Integral de Salud informó que llegó a un acuerdo con la Asociación de Clínicas Privadas en el monto que se pagará por la atención a pacientes con coronavirus derivados de los hospitales públicos.,el seguro integral de salud informo que llego a un acuerdo con la asociacion de clinicas privadas en el momento que se pagara por la atencion a pacientes con coronavirus derivados de los hospitales publicos
PVM,2020-06-04_04_43_32,Lectura 74,10,PVM_2020-06-04_04_43_32_s010.wav,2234180,2482525,139.636,155.158,15.522,34,35,0.971,0.971,2.25,"Cecilia Cárdenas, jefa adjunta del Seguro Integral de Salud, detalló que el servicio tendrá una tarifa social de entre 3.500 y 3.600 soles diarios por cama de la unidad de cuidados intensivos.",cecilia cardenas jefa junta del seguro integral de salud detallo que el servicio tendra una tarifa social de entre 3 500 y 3 600 soles diarios por cama en la unidad de cuidados intensivos gracias
PVM,2020-06-04_04_43_37,Lectura 75,0,PVM_2020-06-04_04_43_37_s000.wav,29280,163199,1.83,10.2,8.37,12,12,1.0,1.0,1.43,Coronavirus en Perú: ¿qué actividades físicas se pueden hacer en espacios públicos?,coronavirus en peru que actividades fisicas se pueden hacer en espacios publicos
PVM,2020-06-04_04_43_37,Lectura 75,1,PVM_2020-06-04_04_43_37_s001.wav,163199,373600,10.2,23.35,13.15,30,30,1.0,1.0,2.28,El Ministerio de Salud (Minsa) detalló que el plan se desarrollará en tres etapas y que entrará en funcionamiento desde el miércoles 3 de junio hasta el fin del confinamiento.,el ministerio de salud minsa detallo que el plan se desarrollara en tres etapas y que entrara en funcionamiento desde el miercoles 3 de junio hasta el fin del confinamiento
PVM,2020-06-04_04_43_37,Lectura 75,2,PVM_2020-06-04_04_43_37_s002.wav,419999,807620,26.25,50.476,24.226,37,39,1.0,0.974,1.61,"El director de Promoción de la Salud del Ministerio de Salud, Alexandro Saco, detalló las disposiciones que se deben acatar para la realización de actividades físicas y recreativas en espacios públicos durante la cuarentena por el coronavirus.",el director de promocion de la salud del ministerio de salud alejandro sacco detallo las disposiciones que se deben acatar para la realizacion de actividades fisicas y en recreativas en espacios publicos durante la cuarentena por el coronavirus primero
PVM,2020-06-04_04_43_37,Lectura 75,3,PVM_2020-06-04_04_43_37_s003.wav,807620,1003840,50.476,62.74,12.264,31,31,1.0,1.0,2.53,"En diálogo con RPP, el funcionario detalló que el plan se desarrollará en tres etapas y que entrará en funcionamiento desde el miércoles 3 de junio hasta el fin del confinamiento.",en dialogo con rpp el funcionario detallo que el plan se desarrollara en tres etapas y que entrara en funcionamiento desde el miercoles 3 de junio hasta el fin de confinamiento
PVM,2020-06-04_04_43_37,Lectura 75,4,PVM_2020-06-04_04_43_37_s004.wav,1003840,1284820,62.74,80.301,17.561,38,38,0.974,0.974,2.16,"Además, remarcó que las personas solo podrán hacer actividades físicas durante 60 minutos y tienen que mantenerse a tres kilómetros de distancia de su vivienda o del lugar que el municipio determine para la realización de los ejercicios.",ademas remarco que las personas solo podran hacer actividades fisicas durante 60 minutos y tienen que mantenerse a 3 kilometros de distancia de su vivienda o del lugar que el municipio determine para la realizacion de los ejercicios
PVM,2020-06-04_04_43_37,Lectura 75,5,PVM_2020-06-04_04_43_37_s005.wav,1284820,1554280,80.301,97.142,16.841,22,22,0.955,0.955,1.31,"Asimismo, deberán portar su mascarilla y tendrán que mantener una distancia de cinco metros con los otros participantes de las actividades físicas.",asimismo deberan portar su mascarilla y tendran que mantener una distancia de 5 metros con los otros participantes de las actividades fisicas
PVM,2020-06-04_04_43_37,Lectura 75,6,PVM_2020-06-04_04_43_37_s006.wav,1554280,1689400,97.142,105.588,8.445,20,20,1.0,1.0,2.37,"Solo se permitirá el trote, la caminata, el entrenamiento funcional, pilates, yoga y el correr a velocidad, entre otros ejercicios.",solo se permitira el trote la caminata el entrenamiento funcional pilares yoga y el correr a velocidad entre otros ejercicios
PVM,2020-06-04_04_43_37,Lectura 75,7,PVM_2020-06-04_04_43_37_s007.wav,1689400,1934740,105.588,120.921,15.334,37,37,1.0,1.0,2.41,Saco indicó que las actividades físicas se podrán efectuar de lunes a sábado y en el horario de 5 a.m. a 6 p.m. Serán las municipalidades las encargadas de vigilar el cumplimiento de la norma.,saco indico que las actividades fisicas se podran efectuar de lunes a sabados y en el horario de 5 a m a 6 p m seran las municipalidades las encargadas de vigilar el cumplimiento de la norma
PVM,2020-06-04_04_43_37,Lectura 75,8,PVM_2020-06-04_04_43_37_s008.wav,1934740,2071059,120.921,129.441,8.52,17,16,0.941,1.0,1.88,El funcionario aclaró que en esta primera etapa solo están permitidas las actividades personales y no grupales.,el funcionario aclaro que esta primera etapa solo esta permitida las actividades personales y no grupales
PVM,2020-06-04_04_43_37,Lectura 75,9,PVM_2020-06-04_04_43_37_s009.wav,2071059,2158360,129.441,134.898,5.456,11,11,1.0,1.0,2.02,"Además, precisó que no está permitido el funcionamiento de los gimnasios.",ademas preciso que no esta permitido el funcionamiento de los gimnasios
PVM,2020-06-04_04_43_37,Lectura 75,10,PVM_2020-06-04_04_43_37_s010.wav,2158360,2398560,134.898,149.91,15.012,31,30,0.968,1.0,2.0,"Este martes, el Ministerio de Salud aprobó la directiva sanitaria que permite la reincorporación progresiva de la actividad física y de recreación en espacios públicos durante la cuarentena por el coronavirus",este martes el ministerio de salud aprobo la directiva sanitaria que permite la reincorporacion progresiva de actividad fisica y de recreacion en espacios publicos durante la cuarentena por el coronavirus
PVM,2020-06-04_04_43_38,Lectura 76,0,PVM_2020-06-04_04_43_38_s000.wav,0,380160,0.0,23.76,23.76,19,19,1.0,1.0,0.8,"Vuelos comerciales al interior del país se permitirían desde julio, estima el titular del Ministerio de Transportes y Comunicaciones",vuelos comerciales al interior del pais se permitiran desde julio estima el titular del ministerio de transportes y comunicaciones
PVM,2020-06-04_04_43_38,Lectura 76,1,PVM_2020-06-04_04_43_38_s001.wav,380160,630240,23.76,39.39,15.63,23,23,1.0,1.0,1.47,"Este reinicio no sería total y dependerá de las condiciones sanitarias de cada región, así como los protocolos sanitarios que apliquen las aerolíneas.",este reinicio no seria total y dependera de las condiciones sanitarias de cada region asi como los protocolos sanitarios que apliquen las aerolineas
PVM,2020-06-04_04_43_38,Lectura 76,2,PVM_2020-06-04_04_43_38_s002.wav,660640,861120,41.29,53.82,12.53,21,21,1.0,1.0,1.68,"El retorno de las aerolíneas a los cielos peruanos tendría fecha pactada, según el ministro de Transportes y Comunicaciones, Carlos Lozada.",el retorno de las aerolineas a los cielos peruanos tendria fecha pactada segun el ministerio de transporte y comunicaciones carlos lozada
PVM,2020-06-04_04_43_38,Lectura 76,3,PVM_2020-06-04_04_43_38_s003.wav,861120,1130559,53.82,70.66,16.84,28,28,1.0,1.0,1.66,"En diálogo con RPP, Lozada indicó que la reanudación de los vuelos comerciales nacionales de pasajeros probablemente ocurra en la tercera fase de la reactivación económica, en julio.",en dialogo con rpp lozada indico que la reanudacion de los vuelos comerciales nacionales de pasajeros probablemente ocurre en la tercera fase de la reactivacion economica en julio
PVM,2020-06-04_04_43_38,Lectura 76,4,PVM_2020-06-04_04_43_38_s004.wav,1130559,1348600,70.66,84.287,13.628,26,26,1.0,1.0,1.91,"El sector aerocomercial es uno de los más golpeados por la pandemia del COVID-19, que prácticamente ha dejado sin operar a las aerolíneas del mundo.",el sector aerocomercial es uno de los mas golpeados por la pandemia del covid 19 que practicamente ha dejado sin operar a las aerolineas del mundo
PVM,2020-06-04_04_43_38,Lectura 76,5,PVM_2020-06-04_04_43_38_s005.wav,1348600,1531200,84.287,95.7,11.412,19,19,1.0,1.0,1.66,"""Nos reunimos activamente con las aerolíneas, operadores y el Ministerio de Comercio Exterior y Turismo para establecer una estrategia.",nos reunimos activamente con las aerolineas operadores y el ministerio de comercio exterior y turismo para establecer una estrategia
PVM,2020-06-04_04_43_38,Lectura 76,6,PVM_2020-06-04_04_43_38_s006.wav,1531200,1687880,95.7,105.493,9.793,14,14,1.0,1.0,1.43,"Aquí, efectivamente, la reactivación de los vuelos regionales será en una tercera fase”, anotó.",aqui efectivamente la reactivacion de los vuelos regionales sera en una tercera fase anoto
